proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,expert_business_relevance,expert_teaching,biblical_context,thematic_category,cultural_authenticity,source,source_reference,original_proverb_number,page_number,extraction_date,validation_status,expert_notes
MW_030,Indo ni mwene.,Wealth is all about the owner.,"“If your cornfield is far from your house, the birds will eat your corn”- Congo","“If your cornfield is far from your house, the birds will eat your corn”- Congo | Teaching: It teaches that the wealth and money of a family should always be managed by the owner because he will ensure good care of it. Usually other people will mismanage it, especially if the owner dies.","It teaches that the wealth and money of a family should always be managed by the owner because he will ensure good care of it. Usually other people will mismanage it, especially if the owner dies.","Proverbs 10:4 “Lazy hands make for poverty, but diligent hands bring wealth.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 233,30,48,2025-10-02,expert_validated,Category: MW
MW_031,Iroobagia ha muoni.,They (vultures) haunt the yard of a wealthy man.,,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,GJW I 29,31,50,2025-10-02,expert_validated,Category: W
MW_031,Iroobagia ha muoni.,They (vultures) haunt the yard of a wealthy man.,It pays to help others. “Kindness is a language which the blind can see and the deaf can hear.” African proverb,It pays to help others. “Kindness is a language which the blind can see and the deaf can hear.” African proverb | Teaching: Needy people always expect to be assisted by those are economically stable. Generosity is important in a community. This should help one to change their status to become independent. | Focus: Wealth creation and prosperity principles,Needy people always expect to be assisted by those are economically stable. Generosity is important in a community. This should help one to change their status to become independent.,"Deuteronomy 15:11 “For the poor shall never cease out of the land: therefore I command thee, saying, Thou shalt open thine hand wide unto thy brother, to thy poor, and to thy needy, in thy land.” Isaiah 41:10 “Do not fear, for I am with you; Do not anxiously look about you, for I am your God. I will strengthen you, surely I will help you, surely I will uphold you with My righteous right hand.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,GJW I 29,31,50,2025-10-02,expert_validated,Category: W
MW_032,Itonga igiri itiri nyoni.,Two rich persons do not wish each other a bird of ill omen.,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 315 ,32,52,2025-10-02,expert_validated,Category: MW
MW_032,Itonga igiri itiri nyoni.,Two rich persons do not wish each other a bird of ill omen.,"Those of the same ilk have some understanding or comradeship. “If you want to go quickly, go alone. If you want to go far, go together. ~ African proverb","Those of the same ilk have some understanding or comradeship. “If you want to go quickly, go alone. If you want to go far, go together. ~ African proverb | Teaching: People of the same ilk have some understanding and comradeship of sorts, and often will not harm each other. The rich also have their own unspoken pact. They will always agree with each other although those related to them may not be in good terms with one another.","People of the same ilk have some understanding and comradeship of sorts, and often will not harm each other. The rich also have their own unspoken pact. They will always agree with each other although those related to them may not be in good terms with one another.",Hebrews 10:24-25 “And let us consider one another to provoke unto love and to good works”,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 315 ,32,52,2025-10-02,expert_validated,Category: MW
MW_033,Kahora kari indo.,Steadiness makes wealth.,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW K 28, N 186",33,54,2025-10-02,expert_validated,Category: MW
MW_033,Kahora kari indo.,Steadiness makes wealth.,"“Whether you come from a council estate or a country estate, your success will be determined by your own confidence and fortitude.” Michelle Obama","“Whether you come from a council estate or a country estate, your success will be determined by your own confidence and fortitude.” Michelle Obama | Teaching: It teaches that someone should be keen and have self-control, be assertive, and have self-confidence. It is only then that someone can make worthwhile gains, acquire wealth and money, and people will rely on her/him.","It teaches that someone should be keen and have self-control, be assertive, and have self-confidence. It is only then that someone can make worthwhile gains, acquire wealth and money, and people will rely on her/him.","Lamentations 3:26 “it is good to wait quietly for the salvation of the LORD.” 1 Peter 3:4 “But let your adorning be the hidden person of the heart with the imperishable beauty of a gentle and quiet spirit, which in God's sight is very precious”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW K 28, N 186",33,54,2025-10-02,expert_validated,Category: MW
MW_034,Kigina gitiinikagwo irio hande itari nguru.,The seed-storing calabash should never be drained before the new crop has matured.,,Business wisdom from tradition,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW K 77, N 218, Ba 264",34,57,2025-10-02,expert_validated,Category: MW
MW_034,Kigina gitiinikagwo irio hande itari nguru.,The seed-storing calabash should never be drained before the new crop has matured.,"Everything has its time, and that time must be watched.","Everything has its time, and that time must be watched. | Teaching: It teaches that it is necessary to preserve some of your property/wealth/money in order to ensure stability and comfort in one’s future days. Wealth/money should be used for the right purposes and at the right time.",It teaches that it is necessary to preserve some of your property/wealth/money in order to ensure stability and comfort in one’s future days. Wealth/money should be used for the right purposes and at the right time.,"Proverbs 21:20 ""There is treasure to be desired and oil in the dwelling of the wise; but a foolish man spendeth it up.",patience_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW K 77, N 218, Ba 264",34,57,2025-10-02,expert_validated,Category: MW
MW_035,Kihoto ni indo.,A fair argument is wealth.,,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 101,35,59,2025-10-02,expert_validated,Category: W
MW_035,Kihoto ni indo.,A fair argument is wealth.,An argument with correct facts is worthwhile. “Having a good discussion is like having riches” ~ Kenya,An argument with correct facts is worthwhile. “Having a good discussion is like having riches” ~ Kenya | Teaching: It teaches that the power of a fair argument is very valuable. It can make even the most difficult problem to be resolved amicably and justly. | Focus: Wealth creation and prosperity principles,It teaches that the power of a fair argument is very valuable. It can make even the most difficult problem to be resolved amicably and justly.,Romans 14:19 “So then let us pursue what makes for peace and for mutual upbuilding”,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 101,35,59,2025-10-02,expert_validated,Category: W
MW_036,Kirema mbeeca ni kigariure. .,That which is beyond the power of money must be manipulated,,Focus: Money management and financial wisdom,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,GJW K 107,36,60,2025-10-02,expert_validated,Category: M
MW_036,Kirema mbeeca ni kigariure. .,That which is beyond the power of money must be manipulated.,Money and wealth are not everything.,"Money and wealth are not everything. | Teaching: Money can solve almost all matters, but where it is not able to, then it is possible that other means can be used to solve issues. | Focus: Money management and financial wisdom","Money can solve almost all matters, but where it is not able to, then it is possible that other means can be used to solve issues.","Ecclesiastes 7:12 “Wisdom or money can get you almost anything, but it's important to know that only wisdom can save your life.” Mark 10:25 ""It is easier for a camel to go through the eye of a needle than for a rich man to enter the kingdom of God.",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,GJW K 107,36,60,2025-10-02,expert_validated,Category: M
MW_037,Kumaatha gutiri hinya ta kuramata.,To acquire wealth is not as difficult as good stewardship.,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW K 154, Ba 314, N 253",37,0,2025-10-02,expert_validated,Category: MW
MW_037,Kuhuuta na kuhuuna ititiganaga.,Hunger and surfeit do not leave each other.,Riches are not permanent.,"Riches are not permanent. | Teaching: It teaches that one’s position can change; from rich to poor and vice versa. One should struggle to maintain a comfortable position in life by taking care of their property, or acquiring it rightfully.","It teaches that one’s position can change; from rich to poor and vice versa. One should struggle to maintain a comfortable position in life by taking care of their property, or acquiring it rightfully.","1 Timothy 6:17-19 “Charge them that are rich in this world, that they be not high minded, nor trust in uncertain riches, but on God who richly furnishes us with everything to enjoy”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,Ba 310,37,0,2025-10-02,expert_validated,Category: MW
MW_038,Kuhuuta na kuhuuna ititiganaga.,Hunger and surfeit do not leave each other.,,Business wisdom from tradition,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,Ba 310,38,9,2025-10-02,expert_validated,Category: MW
MW_038,Kumaatha gutiri hinya ta kuramata.,To acquire wealth is not as difficult as good stewardship.,"Save for a rainy day. “When you have money, think of the time when you had none.” - Japanese Proverb","Save for a rainy day. “When you have money, think of the time when you had none.” - Japanese Proverb | Teaching: It teaches that a person can easily get wealth/money, but they lose/misuse, so that it does not last. One must plan usage and ways of saving it.","It teaches that a person can easily get wealth/money, but they lose/misuse, so that it does not last. One must plan usage and ways of saving it.","1 Timothy 6:17-1 “ As for the rich in this present age, charge them not to be haughty, nor to set their hopes on the uncertainty of riches, but on God, who richly provides us with everything to enjoy. 18 They are to do good, to be rich in good works, to be generous and ready to share, 19 thus storing up treasure for themselves as a good foundation for the future, so that they may take hold of that which is truly life.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW K 154, Ba 314, N 253",38,9,2025-10-02,expert_validated,Category: MW
MW_039,Kuri mwoni na muraata thi.,There is one who finds wealth and one who merely mends the surface of its,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"KW vol.1 pg 315, Ba 324",39,63,2025-10-02,expert_validated,Category: MW
MW_039,Kuri mwoni na murata thi.,There is one who finds wealth and one who merely mends the surface of its cracks.,People have different opportunities and destinies.,People have different opportunities and destinies. | Teaching: It teaches that some people get more valuable benefits than others. Others do not achieve much even when good chances present themselves. Some people are luckier than others.,It teaches that some people get more valuable benefits than others. Others do not achieve much even when good chances present themselves. Some people are luckier than others.,"1 Corinthians 7:7 “I wish that all of you were as I am. But each of you has your own gift from God; one has this gift, another has that.” s",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"KW vol.1 pg 315, Ba 324",39,63,2025-10-02,expert_validated,Category: MW
MW_040,Kuria thiiri wene ni kuriha.,The way of eating a debt is paying it.,,Focus: Money management and financial wisdom,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW K 176, Ba 330, N 261",40,64,2025-10-02,expert_validated,Category: M
MW_040,Kuria thiiri wene ni kuriha.,The way of eating a debt is paying it.,He who gets out of debt grows rich.,"He who gets out of debt grows rich. | Teaching: It teaches that there is honour in paying other people’s debts. It is advisable to pay debts so that people will respect you, and be able to lend you what you wish in future. Also, offer help to your neigbour as he/she offered you when required to do so. | Focus: Money management and financial wisdom","It teaches that there is honour in paying other people’s debts. It is advisable to pay debts so that people will respect you, and be able to lend you what you wish in future. Also, offer help to your neigbour as he/she offered you when required to do so.","Matthew 22:21 ""Caesar's,"" they replied. Then he said to them, ""So give back to Caesar what is Caesar's, and to God what is God's."" Matthew 22:39 “And the second is like it: 'Love your neighbor as yourself.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW K 176, Ba 330, N 261",40,64,2025-10-02,expert_validated,Category: M
MW_041,Mbari ya uri moigaga matikaaga.,The family of the haves often say that they will never lack.,,Business wisdom from tradition,,,poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 316,41,65,2025-10-02,expert_validated,Category: MW
MW_041,Mbari ya uri moigaga matikaaga.,The family of the haves often say that they will never lack.,"Count your blessing! Count the garden by the flowers, never by the leaves that fall.","Count your blessing! Count the garden by the flowers, never by the leaves that fall. | Teaching: Those with the wealthy tend to assume that it is permanent. It teaches that someone should appreciate what wealth they have, and realize that it can diminish","Those with the wealthy tend to assume that it is permanent. It teaches that someone should appreciate what wealth they have, and realize that it can diminish","Revelation 3:17 “You say, 'I am rich; I have acquired wealth and do not need a thing.' But you do not realize that you are wretched, pitiful, poor, blind and naked.”",poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 316,41,65,2025-10-02,expert_validated,Category: MW
MW_042,Mbeeca itiri mwana kana nyina.,With money there is no child or mother.,,Focus: Money management and financial wisdom,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"N 300, JGW M 58",42,67,2025-10-02,expert_validated,Category: M
MW_042,Mbeeca itiri mwana kana nyina.,With money there is no child or mother.,Business is business and has no relatives.,"Business is business and has no relatives. | Teaching: It teaches that when doing business, a person should not show favours to anyone, friend or relative. It should be treated as an individual entity for it to succeed. | Focus: Money management and financial wisdom","It teaches that when doing business, a person should not show favours to anyone, friend or relative. It should be treated as an individual entity for it to succeed.","Romans 2:11 “For there is no partiality with God.” Job 34:19 “who shows no partiality to princes nor regards the rich above the poor, for they all are the work of His hands.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"N 300, JGW M 58",42,67,2025-10-02,expert_validated,Category: M
MW_043,Mucii uri mburi ndwagaga kihuno.,A homestead with goats does not lack miscarriages.,,Focus: Wealth creation and prosperity principles,,,poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"GJW M 132, Ba 424",43,68,2025-10-02,expert_validated,Category: W
MW_043,Mucii uri mburi ndwagaga kihuno.,A homestead with goats does not lack miscarriages.,The good and the bad go together.,"The good and the bad go together. | Teaching: It teaches that when someone has wealth, he cannot escape some setbacks, and should therefore, take everything in stride. | Focus: Wealth creation and prosperity principles","It teaches that when someone has wealth, he cannot escape some setbacks, and should therefore, take everything in stride.","Proverbs 3:5-6 “Trust in the LORD with all your heart and lean not on your own understanding; in all your ways submit to him, and he will make your paths straight.”",poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"GJW M 132, Ba 424",43,68,2025-10-02,expert_validated,Category: W
MW_044,Mugunda ni mugema wa mwene. W,A farm is the ornament of the owner.,,Focus: Wealth creation and prosperity principles,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,,44,70,2025-10-02,expert_validated,Category: W
MW_044,Mugunda ni mugema wa mwene. W,A farm is the ornament of the owner.,"Always be contented with what we have, because God knows what's best for us.","Always be contented with what we have, because God knows what's best for us. | Teaching: This proverb is an encouragement that a person should take pride in what they own as property, not just fluid cash; and be satisfied with it. | Focus: Wealth creation and prosperity principles","This proverb is an encouragement that a person should take pride in what they own as property, not just fluid cash; and be satisfied with it.","Proverbs 19:14 “House and wealth are inherited from fathers, but a prudent wife is from the Lord.”",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,,44,70,2025-10-02,expert_validated,Category: W
MW_045,Mugunda wene nduinagwo.,Another’s field is not praised.,,Focus: Wealth creation and prosperity principles,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"Ba 446, GJW M 164",45,71,2025-10-02,expert_validated,Category: W
MW_045,Mugunda wene nduinagwo.,Another’s field is not praised.,"An ounce of practice is worth more than tons of preaching."" Gandhi","An ounce of practice is worth more than tons of preaching."" Gandhi | Teaching: This proverb teaches that a person should not be proud or praise other people’s riches and imagine they too are like them, while they have nothing themselves. It encourages people to acquire their own riches and be proud of them. | Focus: Wealth creation and prosperity principles","This proverb teaches that a person should not be proud or praise other people’s riches and imagine they too are like them, while they have nothing themselves. It encourages people to acquire their own riches and be proud of them.","Colossians 3:23-24 “whatever you do, work heartily, as for the Lord and not for men, knowing that from the Lord you will receive the inheritance as your reward. You are serving the Lord Christ.",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"Ba 446, GJW M 164",45,71,2025-10-02,expert_validated,Category: W
MW_046,Mugurira hakuhi nita aheo.,The man who buys something at a place near by is like the man who is given,,Business wisdom from tradition,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,Ba 447,46,72,2025-10-02,expert_validated,Category: MW
MW_046,Mugurira hakuhi nita aheo.,The man who buys something at a place near by is like the man who is given something.,"That is little esteemed, costs little.","That is little esteemed, costs little. | Teaching: It teaches that what is acquired without strain is not considered to be valuable, just as something given freely. One may not protect his property from loss if it was given to them or fraudulently obtained.","It teaches that what is acquired without strain is not considered to be valuable, just as something given freely. One may not protect his property from loss if it was given to them or fraudulently obtained.","Philippians 3:13 “Not that I have already obtained it or have already become perfect, but I press on so that I may lay hold of that for which also I was laid hold of by Christ Jesus. Brethren, I do not regard myself as having laid hold of it yet; but one thing I do: forgetting what lies behind and reaching forward to what lies ahead, …”",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,Ba 447,46,72,2025-10-02,expert_validated,Category: MW
MW_047,Muhakana na ciake itimuuragira. .,He who stands close to his property does not lose it.,,Business wisdom from tradition,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW M 171, Ba 450",47,74,2025-10-02,expert_validated,Category: MW
MW_047,Muhakana na ciake itimuuragira. .,He who stands close to his property does not lose it.,Take care of your own matters.,"Take care of your own matters. | Teaching: It teaches that property/wealth should be managed by its owner, and not other people so that it is not stolen or misappropriated.","It teaches that property/wealth should be managed by its owner, and not other people so that it is not stolen or misappropriated.","Proverbs 22:29 “If you do your job well, you will work for a ruler and never be a slave.” Proverbs 27:23 “You should take good care of your sheep and goats.”",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW M 171, Ba 450",47,74,2025-10-02,expert_validated,Category: MW
MW_048,Muici ndathiragwo ni mari hindi.,The thief cannot keep fit because his stools contain undigested food.,,Business wisdom from tradition,,,wealth_management,5.0,Margaret_Wambere_Ireri_2014,"Ba 470, GJW M 198",48,75,2025-10-02,expert_validated,Category: MW
MW_048,Muici ndathiragwo ni mari hindi.,The thief cannot keep fit because his stools contain undigested food.,Ill-gotten things make a person insecure.,"Ill-gotten things make a person insecure. | Teaching: A thief is always eats in a hurry and with the fear of being caught, so he cannot enjoy good health. Such a person is insecure and cannot live a normal life. Therefore, it teaches that one should obtain comfort in life by doing what is right and not to make enemies.","A thief is always eats in a hurry and with the fear of being caught, so he cannot enjoy good health. Such a person is insecure and cannot live a normal life. Therefore, it teaches that one should obtain comfort in life by doing what is right and not to make enemies.","Romans 12:21 “Do not be overcome with evil, but overcome evil with good”",wealth_management,5.0,Margaret_Wambere_Ireri_2014,"Ba 470, GJW M 198",48,75,2025-10-02,expert_validated,Category: MW
MW_049,Muici uri hunyu arindagira uri maguta.,"An ugly thief is more likely to be caught than one smeared with fat, i.e. carefully dressed.",,Focus: Wealth creation and prosperity principles,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"Ba 471, GJW M 200",49,76,2025-10-02,expert_validated,Category: W
MW_049,Muici uri hunyu arindagira uri maguta.,"An ugly thief is more likely to be caught than one smeared with fat, i.e. carefully dressed.",One cannot camouflage their true negative self fully and forever.,"One cannot camouflage their true negative self fully and forever. | Teaching: A person who enjoys property/money, which is not his without hiding is soon discovered, while the one who can sham will continue to flourish. It teaches that a person’s true qualities and vises will always be exposed with time, however well one tries to hide to be what they are not. | Focus: Wealth creation and prosperity principles","A person who enjoys property/money, which is not his without hiding is soon discovered, while the one who can sham will continue to flourish. It teaches that a person’s true qualities and vises will always be exposed with time, however well one tries to hide to be what they are not.","Ephesians 5:11 “Take no part in the unfruitful works of darkness, but instead expose them.” 2 Corinthians 11:14 “And no wonder, for even Satan disguises himself as an angel of light”",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"Ba 471, GJW M 200",49,76,2025-10-02,expert_validated,Category: W
MW_050,Muici utari munyiite ni muria gake.,A thief who has not been caught is like a proprietor who has just spent his own money,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW M 201, N 351, Ba 472",50,77,2025-10-02,expert_validated,Category: MW
MW_050,Muici utari munyiite ni muria gake.,A thief who has not been caught is like a proprietor who has just spent his own money.,Stolen goods belong to the thief if he is not caught.,Stolen goods belong to the thief if he is not caught. | Teaching: It teaches that one is not to be judged until proven guilty.,It teaches that one is not to be judged until proven guilty.,"John 7:24 “Do not judge by appearances, but judge with the right judgement.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW M 201, N 351, Ba 472",50,77,2025-10-02,expert_validated,Category: MW
MW_051,Mukoobi thiiri ndendete kuriha. .,He who borrows does not like repaying.,,Focus: Money management and financial wisdom,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,GJW M 240,51,79,2025-10-02,expert_validated,Category: M
MW_051,Mukoobi thiiri ndendete kuriha. .,He who borrows does not like repaying.,A person is usually quick to borrow is always slow to pay.,"A person is usually quick to borrow is always slow to pay. | Teaching: It is used to create awareness to a person, that once you lend out your property, it may not be easy to get paid back; or may not be paid at all. You may have to struggle to get paid back. | Focus: Money management and financial wisdom","It is used to create awareness to a person, that once you lend out your property, it may not be easy to get paid back; or may not be paid at all. You may have to struggle to get paid back.","Romans 13:8 “Owe no one anything, except to love each other, for the one who loves another has fulfilled the law” Psalm 37 “The wicked borrows but does not pay back…”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,GJW M 240,51,79,2025-10-02,expert_validated,Category: M
MW_052,Mundu-muka ndatumagwo thiriini.,A woman is not sent to fetch debts.,,Focus: Money management and financial wisdom,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW M 267, KW vol.1 pg 272",52,80,2025-10-02,expert_validated,Category: M
MW_052,Mundu-muka ndatumagwo thiriini.,A woman is not sent to fetch debts.,"Do not invite unnecessary acrimony. “Angry people are not always wise.” ― Jane Austen, Pride and Prejudice","Do not invite unnecessary acrimony. “Angry people are not always wise.” ― Jane Austen, Pride and Prejudice | Teaching: It teaches that a person should deal with their debtors, or other problems themselves sending other people to get involved, especially women because they can inflame the situation. | Focus: Money management and financial wisdom","It teaches that a person should deal with their debtors, or other problems themselves sending other people to get involved, especially women because they can inflame the situation.","Proverbs 3:5-6 “Trust in the LORD with all your heart, and lean not on your own understanding; in all your ways acknowledge Him, and He shall direct your paths”",patience_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW M 267, KW vol.1 pg 272",52,80,2025-10-02,expert_validated,Category: M
MW_053,"Muriio wa njoohi niuriukagwo, no wa indo nduriukagwo. .","The drunkenness of beer passes away, but that of wealth does not.",,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW M 341, Ba 544",53,82,2025-10-02,expert_validated,Category: W
MW_053,"Muriio wa njoohi niuriukagwo, no wa indo nduriukagwo. . (GJW M 341, Ba","The drunkenness of beer passes away, but that of wealth does not.",Avarice increases with wealth. “The wealth which enslaves the owner isn’t wealth. ~ Yoruba Saying,"Avarice increases with wealth. “The wealth which enslaves the owner isn’t wealth. ~ Yoruba Saying | Teaching: It cautions against a person getting obsessed with his wealth, such that other things in life do not matter. This can ruin their lives. The love of money is the root of all kinds of evil. | Focus: Wealth creation and prosperity principles","It cautions against a person getting obsessed with his wealth, such that other things in life do not matter. This can ruin their lives. The love of money is the root of all kinds of evil.","Matthew 13:22 “The seed falling among the thorns refers to someone who hears the word, but the worries of this life and the deceitfulness of wealth choke the word, making it unfruitful.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,,53,82,2025-10-02,expert_validated,Category: W
MW_054,"Muthiini niathinukaga, no munyamaari ndathiinukaga.","A poor man can overcome poverty, but a man poor at heart can never.",,Business wisdom from tradition,,,poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,GJW M 384,54,83,2025-10-02,expert_validated,Category: MW
MW_054,"Muthiini niathinukaga, no munyamaari ndathiinukaga.","A poor man can overcome poverty, but a man poor at heart can never.",Everyone is able to do better. “It always seems impossible until it’s done.” ~ Nelson Mandela,Everyone is able to do better. “It always seems impossible until it’s done.” ~ Nelson Mandela | Teaching: Situations are not permanent and one can change their life for the better so that they are independent and can support themselves economically.,Situations are not permanent and one can change their life for the better so that they are independent and can support themselves economically.,"2 Corinthians 8:9 “For you know the grace of our Lord Jesus Christ, that though He was rich, yet for your sake He became poor, so that you through His poverty might become rich.”",poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,GJW M 384,54,83,2025-10-02,expert_validated,Category: MW
MW_055,Muthinio ni kuona akiriite muthinio ni waagi.,He who is troubled by wealth surpasses the one troubled by poverty.,,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 317,55,85,2025-10-02,expert_validated,Category: W
MW_055,Muthinio ni kuona akiriite muthinio ni waagi.,He who is troubled by wealth surpasses the one troubled by poverty.,Retaining a good position anywhere is difficult; just as remaining wealthy.,"Retaining a good position anywhere is difficult; just as remaining wealthy. | Teaching: It teaches that a wealthy person will usually have troubles trying to protect his wealth, for fear of becoming poor. However, he should not scorn or show sarcasm to those without, but should appreciate his excesses. | Focus: Wealth creation and prosperity principles","It teaches that a wealthy person will usually have troubles trying to protect his wealth, for fear of becoming poor. However, he should not scorn or show sarcasm to those without, but should appreciate his excesses.","Hebrews 13:5 “Stay away from the love of money; be satisfied with what you have. For God has said, ""I will never fail you. I will never forsake you.",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 317,55,85,2025-10-02,expert_validated,Category: W
MW_056,Mwana ndaheanagwo,The child is not given away without a price.,,Focus: Wealth creation and prosperity principles,,,generosity_sharing,5.0,Margaret_Wambere_Ireri_2014,"Ba 607, GJW 468",56,86,2025-10-02,expert_validated,Category: W
MW_056,Mutongi ndathethukaga. .,Whoever would like to be rich must have patience.,Patience pays!,"Patience pays! | Teaching: It teaches that a person has to take time to acquire wealth. Quick shortcuts to gain wealth can cause problems for someone. Bible parallel James 1:12 “blessed is the man who endures trial, for when he has stood the test he will receive the crown of life which god has promised to those who love him.” | Focus: Integrated wealth and money management","It teaches that a person has to take time to acquire wealth. Quick shortcuts to gain wealth can cause problems for someone. Bible parallel James 1:12 “blessed is the man who endures trial, for when he has stood the test he will receive the crown of life which god has promised to those who love him.”",,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,GJW M 444,56,86,2025-10-02,expert_validated,Category: WM
MW_057,Mutongi ndathethukaga. .,Whoever would like to be rich must have patience.,,Focus: Integrated wealth and money management,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,GJW M 444,57,88,2025-10-02,expert_validated,Category: WM
MW_057,Mwana ndaheanagwo,The child is not given away without a price.,"No pains, no gains.","No pains, no gains. | Teaching: A person should not expect to be given service or goods without payment. Everything has a price. Rewards are expected. | Focus: Wealth creation and prosperity principles",A person should not expect to be given service or goods without payment. Everything has a price. Rewards are expected.,"Galatians 6:9 “And let us not grow weary of doing good, for in due season we will reap, if we do not give up”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"Ba 607, GJW 468",57,88,2025-10-02,expert_validated,Category: W
MW_058,Mwana ni indo.,A child bears prosperity.,,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 32,58,89,2025-10-02,expert_validated,Category: W
MW_058,Mwana ni indo.,A child bears prosperity.,A male child is the supposedly reliable pillar of the home.,"A male child is the supposedly reliable pillar of the home. | Teaching: It teaches that a male child acquires, sustains and multiplies the family’s wealth, which he gains or is bequeathed to him; and also other responsibilities and expectations which can be quantified in terms of his net worth. | Focus: Wealth creation and prosperity principles","It teaches that a male child acquires, sustains and multiplies the family’s wealth, which he gains or is bequeathed to him; and also other responsibilities and expectations which can be quantified in terms of his net worth.","Psalm 127:3 “Behold children are a heritage from the Lord, the fruit of the womb, a reward.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 32,58,89,2025-10-02,expert_validated,Category: W
MW_059,Mwana wa kahii ti wa kairiitu.,"A male child, is not a female child.",,Focus: Wealth creation and prosperity principles,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 306,59,91,2025-10-02,expert_validated,Category: W
MW_059,Mwana wa kahii ti wa kairiitu.,"A male child, is not a female child.",A son is believed to be prudent in taking care of property.,"A son is believed to be prudent in taking care of property. | Teaching: It teaches that a family has higher expectations in the roles of sons as men, than in daughters. However, in current society, the female child is also able to meet some higher roles than those expected of her. | Focus: Wealth creation and prosperity principles","It teaches that a family has higher expectations in the roles of sons as men, than in daughters. However, in current society, the female child is also able to meet some higher roles than those expected of her.",Proverbs 22:6 “Train up a child in the way he should go; even when he is old he will not depart from it.”,patience_wisdom,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 306,59,91,2025-10-02,expert_validated,Category: W
