proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,openai_translation,openai_reasoning,openai_confidence,openai_time,cohere_translation,cohere_reasoning,cohere_confidence,cohere_time,nllb_translation,nllb_confidence,nllb_time,google_translation,google_time,timestamp
MW_006,Cia thuguri itiyuragia ikumbi,Bought things do not fill the granary.,,The one who does not ask questions will remain in darkness.,"This translation captures the essence of the proverb, which emphasizes the importance of seeking knowledge and understanding. It suggests that without inquiry or curiosity, one will remain uninformed or unaware, akin to being in darkness. The phrase 'Cia thuguri' refers to those who do not seek or ask, while 'itiyuragia ikumbi' implies a state of ignorance or lack of enlightenment.",0.85,3.2470412254333496,A patient person will always win the race.,"The Kikuyu proverb 'Cia thuguri itiyuragia ikumbi' literally translates to 'The patient one wins the race.' The proverb emphasizes the virtue of patience and perseverance, suggesting that someone who is patient and persistent will ultimately be successful, just as a patient runner will eventually win the race.",0.95,1.9452898502349854,The robbers do not fill the room,0.85,1.6376588344573975,Cia thuguri itiyuragia ikumbi,0.43831586837768555,2025-10-07T00:04:43.649362
MW_006,Cia thuguri itiyuragia ikumbi,Bought things do not fill the granary.,One must work hard to achieve wealth.,A single tree does not make a forest.,"This proverb emphasizes the importance of community and collaboration, suggesting that individual efforts alone are insufficient to achieve greater goals, much like how a forest is made up of many trees rather than just one. It reflects the idea that collective strength is necessary for success.",0.9,2.4289278984069824,A patient person will always succeed.,"The Kikuyu proverb 'Cia thuguri itiyuragia ikumbi' literally translates to 'The one who is patient will eat the sweet potato'. The sweet potato here is a symbol of success or a desired outcome. Therefore, the proverb emphasizes the virtue of patience and its reward, which aligns with the English translation.",0.9,1.8433051109313965,The robbers do not fill the room,0.85,1.2277638912200928,Cia thuguri itiyuragia ikumbi,0.3808927536010742,2025-10-07T00:04:49.531148
MW_007,Ciira muingi/munene ni ukia.,A long lawsuit brings poverty.,,A great burden is a heavy load.,"The proverb suggests that significant responsibilities or challenges can feel overwhelming, akin to carrying a heavy load. The words 'ciira' (burden) and 'munene' (great) convey the idea of something substantial and difficult to manage, while 'ukia' (load) emphasizes the weight of these responsibilities. This translation captures the essence of the original Kikuyu meaning.",0.85,3.2887637615203857,A patient person eats the best meat.,"The Kikuyu proverb 'Ciira muingi/munene ni ukia' literally translates to 'The patient one, the best meat (ukia) he/she eats.' The meaning is that patience leads to rewards, as symbolized by getting the choicest or best meat. In traditional Kikuyu culture, meat was often distributed with the most desirable cuts going to those who had shown patience, perseverance, or wisdom.",0.95,2.2693328857421875,The most important sentence is ukia.,0.85,1.588738203048706,Your rules/where are.,0.9517049789428711,2025-10-07T00:04:57.630562
MW_007,Ciira muingi/munene ni ukia.,A long lawsuit brings poverty.,Be quick to forgive.,A big problem is a loud cry.,"The proverb suggests that significant issues tend to be very noticeable or vocal, much like a loud cry draws attention. The use of 'big' and 'loud' emphasizes the magnitude of the problem and its impact on those around it.",0.85,1.1944282054901123,A patient person eats the best meat.,"The Kikuyu proverb 'Ciira muingi/munene ni ukia' literally translates to 'The patient one, the best meat (ukia) he/she eats.' The meaning is that patience leads to rewards, as symbolized by getting the choicest cut of meat. The 'best meat' here represents the best outcome or reward for one's patience.",0.95,1.9324140548706055,The most important sentence is ukia.,0.85,1.2941570281982422,Your rules/where are.,1.001798152923584,2025-10-07T00:05:03.054336
MW_008,Ciringi imurikagwo na ingi.,"To get money, you have to spend money.",,A single tree does not make a forest.,"This proverb emphasizes the importance of community and collaboration, suggesting that individual efforts alone are insufficient to achieve greater goals, much like a forest cannot exist with just one tree. It reflects the value of collective strength and support.",0.9,2.275214195251465,A patient person eats the sweetest banana.,"The Kikuyu proverb 'Ciringi imurikagwo na ingi' literally translates to 'Patience bears the sweetest banana.' This proverb emphasizes the reward of patience, comparing it to the sweetness of a ripe banana, which is only achieved by waiting for it to ripen.",0.95,1.8443381786346436,The circle is illuminated by other light.,0.85,1.738257884979248,Blessed is the savior and a lot.,0.36176204681396484,2025-10-07T00:05:09.274794
MW_008,Ciringi imurikagwo na ingi.,"To get money, you have to spend money.","Use money, make money.",A single tree does not make a forest.,"This translation captures the essence of the proverb, which emphasizes the importance of community and collaboration. It suggests that individual efforts alone are insufficient to achieve significant goals, much like a single tree cannot create a forest. The phrase conveys a broader message about the value of working together and the strength found in unity.",0.9,2.677932024002075,A good knife is known by its handle.,"The Kikuyu proverb 'Ciringi imurikagwo na ingi' literally translates to 'The knife's quality is known by its handle'. This proverb emphasizes that one can judge the quality and effectiveness of something by observing its outward appearance or initial impression. In the context of a knife, the handle is the part that is first interacted with and can give an indication of the tool's overall quality.  The English translation captures this idea by stating that a 'good knife' (something of quality) is recognized or 'known' by examining its handle (the initial impression or outward appearance).",0.9,2.676564931869507,The circle is illuminated by other light.,0.85,1.2277441024780273,Blessed is the savior and a lot.,0.3745298385620117,2025-10-07T00:05:16.232429
MW_009,Gicigo kia mugunda gitinyihaga.,A piece of land is not a little thing,,The farmer's toil does not go unrewarded.,"This translation captures the essence of the Kikuyu proverb, which emphasizes that hard work, especially in farming, will eventually yield positive results. The phrase 'gitinyihaga' suggests that the efforts of the farmer will not be in vain, aligning with the idea of rewards following labor. The focus on 'toil' reflects the arduous nature of farming, while 'unrewarded' conveys the inevitability of reaping benefits from one's hard work.",0.9,1.4725680351257324,A patient person will always succeed.,"The Kikuyu proverb 'Gicigo kia mugunda gitinyihaga' literally translates to 'The patience of a mugunda (a type of bird) will bear fruit.'  The mugunda bird is known for its patience in catching insects, waiting quietly until the right moment to strike. This proverb highlights the virtue of patience and its reward.  Similar to the bird, a patient person will eventually achieve their goals through persistence and perseverance.",0.9,2.1683599948883057,The mountain is trembling.,0.85,1.5133230686187744,Gicigo Kia Mugunda Gitinyiwa.,0.4269390106201172,2025-10-07T00:05:21.814556
MW_009,Gicigo kia mugunda gitinyihaga.,A piece of land is not a little thing.,"Life has no rest, only toil.",The farmer's work does not go unnoticed.,"The proverb emphasizes the idea that the efforts and hard work of a farmer will eventually be recognized or rewarded, reflecting the value of diligence and perseverance in agriculture. The phrase 'gitinyihaga' suggests that the work has an impact or significance that is acknowledged over time.",0.9,3.464586019515991,A patient person will always succeed.,"The Kikuyu proverb 'Gicigo kia mugunda gitinyihaga' literally translates to 'The patience of a mugunda (a type of bird) will bear fruit.'  The mugunda bird is known for its patience in waiting for food. This proverb emphasizes the virtue of patience and its reward.  A direct translation could be 'Patience like the mugunda will succeed', but the more natural English equivalent is 'A patient person will always succeed'.",0.9,2.252596855163574,The mountain is trembling.,0.85,1.2281270027160645,Gicigo Kia Mugunda Gitinyiwa.,0.41451215744018555,2025-10-07T00:05:29.175240
MW_010,Githaka ni ngwatira.,Land is inalienable (from the clan).,,A good deed is like a seed.,"The proverb suggests that positive actions or good deeds will yield positive results, much like how a seed planted will grow and produce fruit. It emphasizes the idea that good actions have lasting impacts, similar to how a seed can lead to future growth. The metaphor of planting and growth is common in many cultures, making this translation relatable.",0.8,2.6273257732391357,The early bird catches the worm.,"The Kikuyu proverb 'Githaka ni ngwatira' translates to 'The early bird catches the worm' in English. This is a common saying in many cultures, emphasizing the advantage of starting early or being proactive in order to achieve success or gain opportunities. The reasoning behind this translation is that 'Githaka' refers to a bird, and 'ngwatira' means 'to catch the worm', directly paralleling the English proverb.",0.95,2.2831358909606934,The soil is a pothole.,0.85,1.4133131504058838,Githaka is my beter.,0.5872049331665039,2025-10-07T00:05:36.087146
MW_010,Githaka ni ngwatira.,Land is inalienable (from the clan).,Owning property is a right.,A good deed is like a seed.,"The proverb emphasizes the idea that positive actions, like seeds, can lead to fruitful outcomes. It suggests that good deeds have a lasting impact, similar to how seeds grow and produce more in the future. This captures the essence of the original Kikuyu saying.",0.85,2.2689809799194336,The early bird catches the worm.,"The Kikuyu proverb 'Githaka ni ngwatira' translates to 'The early bird catches the worm' in English. This is a common saying in many cultures, emphasizing the advantage of starting early or being proactive in order to achieve success or gain opportunities. The reasoning behind this translation is that 'Githaka' refers to a bird, and 'ngwatira' means 'to catch the worm', directly paralleling the English proverb.",0.95,2.317322015762329,The soil is a pothole.,0.85,1.1046130657196045,Githaka is my beter.,0.4801969528198242,2025-10-07T00:05:42.259238
MW_011,Gitonga kigiragio iganjo gikaarima,The rich man cannot be prevented from cultivating the “iganjo”he wants.,,A person who is wise does not let their knowledge go to waste.,"The proverb emphasizes the importance of utilizing one's wisdom and knowledge effectively rather than allowing it to be unappreciated or ignored. The phrase 'Gitonga kigiragio' suggests a wise person, while 'iganjo gikaarima' implies that knowledge should be put to good use. This captures the essence of the proverb in English.",0.85,2.3131062984466553,A patient person will always succeed.,"The Kikuyu proverb 'Gitonga kigiragio iganjo gikaarima' can be broken down as follows: 'Gitonga' means 'patient person', 'kigiragio' translates to 'will always', and 'iganjo gikaarima' means 'succeed or bear fruits'. Therefore, the proverb emphasizes the virtue of patience and its reward of eventual success.",0.9,2.106276750564575,The rich are not allowed to go to the fields,0.85,1.5347940921783447,Gitonga Kigiragio Iganjo Gikaarima,0.4254891872406006,2025-10-07T00:05:48.642599
MW_011,Gitonga kigiragio iganjo gikaarima,The rich man cannot be prevented from cultivating the “iganjo”he wants.,Might is right.,A person who does not work hard will not reap the benefits.,"The Kikuyu proverb emphasizes the importance of hard work and suggests that without effort, one cannot expect to achieve success or gain rewards. The phrase 'gitonga kigiragio' can be interpreted as referring to a person who is not diligent, while 'iganjo gikaarima' implies that rewards or benefits will not come to those who do not put in the necessary work. This captures the essence of the proverb in a clear and relatable way in English.",0.9,2.8910040855407715,A patient person will always succeed.,"The Kikuyu proverb 'Gitonga kigiragio iganjo gikaarima' can be broken down as follows: 'Gitonga' means 'patient person', 'kigiragio' translates to 'will always', and 'iganjo gikaarima' means 'succeed' or 'achieve success'. Therefore, the essence of the proverb is that patience and perseverance lead to success.",0.9,2.133239984512329,The rich are not allowed to go to the fields,0.85,1.1035590171813965,Gitonga Kigiragio Iganjo Gikaarima,0.4398031234741211,2025-10-07T00:05:55.211146
MW_012,Gitonga kiriaga munyuko.,A wealthy man eats only a dying goat undesirable food,,A fool is known by his actions.,"The Kikuyu proverb 'Gitonga kiriaga munyuko' conveys the idea that a person's true nature or foolishness is revealed through their behavior or actions. The word 'Gitonga' refers to a fool or someone lacking wisdom, while 'munyuko' relates to actions or behavior. Thus, the translation captures the essence of the proverb, emphasizing that one's foolishness becomes apparent through what they do.",0.85,2.8365650177001953,A patient person will always get their due.,The Kikuyu proverb 'Gitonga kiriaga munyuko' literally translates to 'Patience bears sweet fruit'. The saying emphasizes the virtue of patience and the belief that those who are patient and persistent will eventually be rewarded for their efforts.,0.95,1.6379220485687256,Wealth is a commodity.,0.85,1.842622995376587,Gitonga Kiriaga Municipality.,0.5024778842926025,2025-10-07T00:06:02.031617
MW_012,Gitonga kiriaga munyuko.,A wealthy man eats only a dying goat (very thin with tough meat)/undesirable food.,Relentless quest for wealth can often be meaningless.,A good leader is one who listens.,"The proverb emphasizes the importance of leadership qualities, particularly the ability to listen and understand others. The word 'Gitonga' refers to a leader or someone in authority, while 'munyuko' implies attentiveness or the act of listening. Thus, the translation captures the essence of valuing good leadership through active listening.",0.8,2.774852991104126,A patient person will always get what they want.,"The Kikuyu proverb 'Gitonga kiriaga munyuko' literally translates to 'The patient one eats the sweetest banana.'  The essence of the proverb is to highlight the reward of patience. Just as the sweetest banana is reserved for the patient person who waits for it to ripen, so too will someone who is patient achieve their desired outcome.",0.9,1.9357941150665283,Wealth is a commodity.,0.85,1.0562689304351807,Gitonga Kiriaga Municipality.,1.7069129943847656,2025-10-07T00:06:09.506324
MW_013,"Gukiaga na gutonga ititiganaga. GJW G 59, Ba 73) WM",Poverty and riches do not leave each other.,,A person who does not ask questions does not learn.,"The proverb emphasizes the importance of inquiry and seeking knowledge. It suggests that without asking questions, one remains ignorant and misses opportunities for learning and growth. The phrase 'gukiaga na gutonga' implies the act of asking or inquiring, while 'ititiganaga' refers to the lack of learning or understanding. Thus, the translation captures the essence of the original Kikuyu message about the necessity of curiosity for education.",0.85,2.5704970359802246,A person who does not listen to advice will end up making mistakes.,"The Kikuyu phrase 'Gukiaga na gutonga ititiganaga' can be broken down as follows: 
* **Gukiaga:** This means 'a person who does not listen'.
* **na gutonga:** This means 'and his/her stubbornness'
* **ititiganaga:** This means 'will lead him/her to mistakes'. 

The proverb clearly warns against the dangers of ignoring advice, implying that such behavior will inevitably result in errors.",0.95,2.527245044708252,The rich and the poor are not separate.,0.85,1.5676238536834717,"He snorted in tiganga. GJW G 59, ba 73) wm",1.5127358436584473,2025-10-07T00:06:17.685273
MW_013,"Gukiaga na gutonga ititiganaga. GJW G 59, Ba 73) WM",Poverty and riches do not leave each other.,"When prosperity comes, do not use all of it.",A person who does not ask questions does not learn.,"The proverb emphasizes the importance of inquiry and seeking knowledge. It suggests that without actively seeking information or clarification, one will remain uninformed or uneducated. The phrase 'gukiaga na gutonga' implies the act of asking or inquiring, while 'ititiganaga' relates to learning or gaining knowledge. Thus, the translation captures the essence of the original Kikuyu meaning.",0.85,6.987125873565674,A person who cannot see the truth is like one who stares at the sun.,"The Kikuyu proverb 'Gukiaga na gutonga ititiganaga' can be broken down as follows: 'Gukiaga' means 'a person who cannot see', 'na gutonga' means 'and one who stares', and 'ititiganaga' means 'at the sun'. The proverb compares someone who fails to recognize the truth to someone who looks directly at the sun, implying that both actions result in a lack of clarity or understanding due to the intensity of the light.",0.9,2.5592360496520996,The rich and the poor are not separate.,0.85,1.0420639514923096,"He snorted in tiganga. GJW G 59, ba 73) wm",0.39310693740844727,2025-10-07T00:06:28.667765
MW_014,Gutiri kiega kiumaga heega.,"There is nothing that is of worth, that is obtained from the comfort corner.",,There is no way to avoid the consequences of one's actions.,"The proverb suggests that one cannot escape the results of their deeds, emphasizing accountability and the inevitability of facing the outcomes of one's choices. The phrase 'gutiri kiega' implies a lack of escape or avoidance, while 'kiumaga heega' relates to the consequences that follow. This captures the essence of the proverb in a way that is understandable in English.",0.85,2.763005018234253,A person who is not contented with what they have will always be poor.,The Kikuyu proverb 'Gutiri kiega kiumaga heega' literally translates to 'A person who does not appreciate what he has will always lack.' The proverb emphasizes the importance of gratitude and contentment. It suggests that someone who is never satisfied with their current situation and possessions will perpetually strive without achieving abundance.,0.95,1.9452250003814697,The good will be rewarded.,0.85,1.5353748798370361,Gutiri Kiega with fiber.,0.45883607864379883,2025-10-07T00:06:35.371096
MW_014,Gutiri kiega kiumaga heega.,"There is nothing that is of worth, that is obtained from the comfort corner.",Nothing of value is given on a silver platter.,There is no shortcut to success.,"The proverb suggests that achieving success requires effort and cannot be attained through easy or quick means. The phrase 'gutiri kiega' implies the absence of a shortcut, while 'kiumaga heega' relates to the process of achieving something significant. This captures the essence of hard work and perseverance in the pursuit of goals.",0.9,2.4965739250183105,A person who doesn't listen to advice will face the consequences.,"The Kikuyu proverb 'Gutiri kiega kiumaga heega' literally translates to 'An ear that doesn't listen, will feel it.' The saying emphasizes the importance of heeding advice.  It warns that ignoring wise counsel will inevitably lead to negative outcomes, which the person will then have to experience firsthand.",0.9,1.959474802017212,The good will be rewarded.,0.85,1.1818821430206299,Gutiri Kiega with fiber.,1.7885830402374268,2025-10-07T00:06:42.798587
MW_015,"Gutiri mburi itangiracio, tiga inawathe.","Any goat can serve as brideswealth, unless it has a defect.",,There is no goat that does not have a beginning; it is the journey that matters.,"This proverb suggests that every endeavor or life journey starts from a humble beginning, emphasizing the importance of the process rather than just the outcome. The reference to a goat symbolizes something that may seem insignificant at first but has potential for growth and significance over time.",0.8,3.2144219875335693,"Don't judge a person by their appearance, but by their actions.","The proverb literally translates to 'Look at the rear of what you are following, not what you are chasing.' This metaphorically encourages judging people by their past actions (what they have already 'done behind them') rather than their promises or outward appearance (what they are currently 'chasing').",0.9,2.0076239109039307,"If you do not know the beginning of the things, keep them.",0.85,1.5342190265655518,"Gutiri Mburi Itangiracio, three inwathe.",0.6177430152893066,2025-10-07T00:06:50.173432
MW_015,Gutiri mburi itangiracio tiga inawathe.,Any goat can serve as brideswealth unless it has a defect.,The value of a wife is very great and can only be symbolized by the best choice of the present given to the in-law.,There is no goat that does not have a place to graze.,"This proverb suggests that everyone has their own opportunities or resources, just as every goat has its own grazing area. It conveys a message of hope and the idea that everyone can find their own way or means of sustenance, regardless of their circumstances.",0.9,2.761948347091675,A person's character is revealed by their actions.,"The proverb 'Gutiri mburi itangiracio tiga inawathe' literally translates to 'The back of a person's character is seen by what they do.' The phrase 'itangiracio tiga' refers to the back or rear of something, often used metaphorically to mean the true nature or character of a person. 'Inawathe' means 'they do' or 'their actions'.  Therefore, the proverb emphasizes that one's true character is not what they claim it to be, but rather what their actions demonstrate.",0.9,2.559803009033203,The first warning is only the beginning.,0.85,1.6375391483306885,Gutiri Mburi Itangiracio Three Inawathe.,2.4923698902130127,2025-10-07T00:06:59.625980
MW_016,Gutiri munini mukia.,No young person can be considered poor.,,There is no one without a flaw.,"This translation captures the essence of the Kikuyu proverb, which suggests that everyone has imperfections or shortcomings. The phrase 'munini mukia' implies that no person is perfect, aligning well with the English expression about human flaws.",0.9,2.5997068881988525,A patient person will always succeed.,"The Kikuyu proverb 'Gutiri munini mukia' literally translates to 'The patient one eats (or attains) the fruit.' The core idea is that patience leads to eventual success or reward, much like how one would eventually enjoy the fruit after waiting for it to ripen.",0.9,1.740861177444458,The size of the tail.,0.85,1.534372091293335,Big guts in the way.,0.4617929458618164,2025-10-07T00:07:05.992126
MW_016,Gutiri munini mukia.,No young person can be considered poor.,"“Do what you can, with what you have, where you are.” — Theodore Roosevelt",There is no one who does not have a burden.,"This translation captures the essence of the proverb, which conveys the idea that everyone has their own challenges or responsibilities to bear, emphasizing a shared human experience. The phrase 'munini mukia' can be interpreted as 'one who is without a burden' or 'one who is free of troubles,' and the proverb suggests that such a person does not exist.",0.9,3.0205931663513184,A patient person will always succeed.,"The Kikuyu proverb 'Gutiri munini mukia' literally translates to 'The patient one eats the fruit.' This proverb emphasizes the virtue of patience and its reward. The English translation captures the same essence, highlighting that someone who is patient will eventually achieve their goals or reap the benefits of their perseverance.",0.9,1.7407560348510742,The size of the tail.,0.85,1.2275710105895996,Big guts in the way.,0.4309990406036377,2025-10-07T00:07:12.412899
MW_017,Gutiri uthuire tiga akiaga.,"A man is poor not because he scorns possessions, but because he possesses nothing.",,There is no one who does not have their own troubles.,"This translation captures the essence of the Kikuyu proverb, which suggests that everyone faces challenges or difficulties in life. The phrase 'gutiri uthuire' implies a universal condition, and 'tiga akiaga' emphasizes that these troubles are personal to each individual. The translation maintains the original meaning while making it accessible in English.",0.9,3.0507631301879883,A patient person will always succeed.,"The Kikuyu proverb 'Gutiri uthuire tiga akiaga' literally translates to 'Patience is a virtue that always bears fruit.' The saying emphasizes the importance of patience and perseverance, suggesting that someone who is patient and persistent will eventually achieve their goals.",0.9,1.7406630516052246,The man was not able to get up and walk.,0.85,1.7290802001953125,Guti Uthuire Tiga leaving.,0.9693188667297363,2025-10-07T00:07:19.903668
