proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,raw_translation,raw_tokens_prompt,raw_tokens_completion,raw_tokens_total,raw_prompt_length,raw_error,trad_rag_translation,trad_rag_tokens_prompt,trad_rag_tokens_completion,trad_rag_tokens_total,trad_rag_prompt_length,trad_rag_retrieved_count,trad_rag_retrieved_ids,trad_rag_error,ograg_translation,ograg_explanation,ograg_tokens_prompt,ograg_tokens_completion,ograg_tokens_total,ograg_prompt_length,ograg_retrieved_count,ograg_retrieved_ids,ograg_concepts,ograg_error,total_tokens,estimated_cost,timestamp
MW_012,Gitonga kiriaga munyuko.,A wealthy man eats only a dying goat (very thin with tough meat)/undesirable food.,Relentless quest for wealth can often be meaningless.,Wealth announces itself in a homestead.,39,9,48,81,,Wealth announces itself.,174,5,179,579,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Wealth whispers to its owner.,"This proverb emphasizes the Kikuyu cultural concept of wealth (utonga), suggesting that true wealth communicates with its owner, guiding them in their decisions and actions. It implies that wealth is not just about material possessions, but also about wisdom, understanding, and the ability to make sound decisions. The whispering metaphor suggests a close, intimate relationship between the owner and their wealth, reflecting the cultural value of social capital and community standing.",988,99,1087,4432,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1314,0.05256,2025-11-04T07:57:18.964868
MW_013,"Gukiaga na gutonga ititiganaga. GJW G 59, Ba 73) WM",Poverty and riches do not leave each other.,"When prosperity comes, do not use all of it.",Ruling and leading do not go together.,54,9,63,108,,Rising early and ruling do not make one tired.,177,11,188,549,5,"MW_002,MW_003,MW_004,MW_006,MW_008",,Accumulating and maintaining wealth are two different battles.,"This proverb highlights the distinct challenges of first amassing wealth and then preserving it. It emphasizes the need for both hard work to earn wealth and wisdom to keep it, reflecting the Kikuyu cultural values of diligence, financial prudence, and the understanding that wealth is not just about accumulation, but also about preservation and growth.",888,82,970,3947,5,"MW_002,MW_003,MW_004,MW_006,MW_008",wealth,,1221,0.04884,2025-11-04T07:57:25.711046
MW_014,Gutiri kiega kiumaga heega.,"There is nothing that is of worth, that is obtained from the comfort corner.",Nothing of value is given on a silver platter.,There is no festival that does not come to an end.,41,12,53,84,,There is no shortcut to a good harvest.,176,9,185,582,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,There is no feast that goes without preparation.,"This proverb emphasizes the importance of preparation and hard work in achieving success or wealth. The metaphor of a feast represents the end goal (wealth or success), while the process of preparation symbolizes the hard work and effort required to achieve that goal. It aligns with the Kikuyu cultural value of diligence and the belief that wealth is earned through effort and perseverance.",990,88,1078,4435,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1316,0.052640000000000006,2025-11-04T07:57:36.463326
MW_015,"Gutiri mburi itangiracio, tiga inawathe.","Any goat can serve as brideswealth, unless it has a defect.",The value of a wife is very great and can only be symbolized by the best choice of the present given to the in-law.,There is no sheep that starts bleating and fails to attract the hyena's attention.,45,18,63,97,,"There is no goat that starts to bleat without a reason, don't ignore it.",180,18,198,595,5,"MW_005,MW_002,MW_003,MW_004,MW_006",,"There's no goat that starts by giving birth, don't rush wealth.","This proverb emphasizes the Kikuyu cultural understanding of wealth acquisition as a process that takes time and patience. Just as a goat must mature before it can reproduce, so too must a person grow and develop before they can acquire wealth. It discourages the haste in acquiring wealth, which could lead to unethical practices.",994,84,1078,4448,5,"MW_005,MW_002,MW_003,MW_004,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1339,0.053559999999999997,2025-11-04T07:57:44.711278
MW_016,Gutiri munini mukia.,No young person can be considered poor.,"“Do what you can, with what you have, where you are.” — Theodore Roosevelt",There is no great morning.,38,6,44,77,,There is no great morning.,173,6,179,575,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,There is no great morning.,"This proverb is a metaphorical way of saying that there is no easy or effortless path to success or wealth. It emphasizes the cultural value of hard work, perseverance, and resilience. The ""great morning"" metaphorically refers to a day or time of ease and abundance, which the proverb asserts does not exist. This is a reflection of the Kikuyu belief in the importance of effort and diligence in wealth acquisition.",987,96,1083,4428,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1306,0.05224,2025-11-04T07:57:54.639552
MW_017,Gutiri uthuire tiga akiaga.,"A man is poor not because he scorns possessions, but because he possesses nothing.",Having nothing is a bitter reality.,There is no rest without hard work.,41,8,49,84,,There is no rain without clouds.,176,7,183,582,5,"MW_005,MW_002,MW_003,MW_004,MW_006",,There is no wealth without toil.,"This Kikuyu proverb emphasizes the cultural value of hard work in the process of wealth acquisition. It suggests that wealth, or 'utonga', is not something that can be achieved without effort or struggle. The metaphor of 'toil' is used to represent the hard work, dedication, and perseverance that are necessary to acquire wealth and improve one's social standing. This proverb aligns with the cultural concept that wealth is not just about material possessions, but also about social capital and community standing.",990,114,1104,4435,5,"MW_005,MW_002,MW_003,MW_004,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1336,0.05344,2025-11-04T07:58:05.930612
MW_018,Guthiina ti kuriita,To be poor does not connote being foolish.,“People take different roads seeking fulfillment and happiness. Just because they're not on your road doesn't mean they've gotten lost. DalaiLama,Being present is not the same as owning.,38,9,47,76,,Staying is not being married.,173,7,180,574,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Planting is not the same as harvesting.,"This proverb emphasizes the cultural concept of wealth acquisition and the value of hard work in the Kikuyu community. It suggests that the process of acquiring wealth (symbolized by planting) is different from enjoying the fruits of that wealth (symbolized by harvesting). This proverb teaches that one must not only work hard to acquire wealth, but also be patient and prudent to reap the benefits.",987,92,1079,4427,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1306,0.05224,2025-11-04T07:58:15.711377
MW_019,Guthinga kurugite gutonga.,Virtue is better than riches.,Virtue is the only true nobility.,Planting is not as hard as governing.,39,9,48,83,,Planting is easier than governing.,162,7,169,524,5,"MW_002,MW_003,MW_004,MW_006,MW_008",,To plant is to pave the path to wealth.,"This proverb emphasizes the importance of hard work and investment in achieving wealth. The metaphor of planting refers to the act of investing time, effort, and resources, while the path to wealth signifies the journey towards prosperity. It underscores the cultural value of diligence and foresight in the Kikuyu community.",873,76,949,3922,5,"MW_002,MW_003,MW_004,MW_006,MW_008",wealth,,1166,0.04664,2025-11-04T07:58:23.681365
MW_020,Gutiri mbura itari gitonga kiayo.,There is no rain that does not bring wealth to someone.,Everyone has their chance in life.,There is no rain without its own benefits.,41,9,50,90,,There is no rain without its own blessing.,176,9,185,588,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,There is no rain without its own blessing.,"This Kikuyu proverb encapsulates the cultural understanding that every situation, even those that may seem challenging or unfavorable, brings its own form of wealth or benefit. In this context, ""rain"" is a metaphor for challenges or difficult times, while ""blessing"" represents the wealth or benefits that can be derived from such situations. The proverb encourages resilience and optimism, reminding individuals to look for the silver lining in every cloud.",990,102,1092,4441,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1327,0.05308,2025-11-04T07:58:30.747150
MW_021,Gutiri ngia itari muthenya wayo.,Every poor person has his day.,"No situation is permanent. ""That some achieve great success, is proof to all that others can achieve it as well."" Abraham Lincoln",There is no metal that doesn't have its blacksmith.,43,12,55,89,,There is no metal that doesn't have its own blacksmith.,178,13,191,587,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,No beast roams without its skin.,"This proverb emphasizes the importance of self-reliance and the necessity of having one's own resources (symbolized by the skin) to survive and thrive. It implies that everyone should have their own means (wealth, skills, knowledge) to sustain themselves, just like an animal cannot survive without its skin. This aligns with the Kikuyu cultural values of self-sufficiency and wealth acquisition.",992,95,1087,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1333,0.05332,2025-11-04T07:58:38.201434
MW_022,Gutiri uriragio ni utonga no ukia.,"Nobody grumbles at being rich, only at being poor.","“Seek not greater wealth, but simpler pleasure; not higher fortune, but deeper felicity.” ― Mahatma Gandhi",There is no poverty where there is hard work and determination.,43,12,55,91,,There is no poverty where there is hard work and perseverance.,166,12,178,532,5,"MW_002,MW_003,MW_004,MW_006,MW_008",,No wealth is complete without peace.,"This proverb emphasizes the importance of peace in the context of wealth. It implies that material prosperity alone is not enough, and that peace and harmony are essential components of true wealth. The metaphorical language suggests that without peace, wealth is like an incomplete puzzle. This reflects the Kikuyu cultural value of social harmony and stability as integral to prosperity.",877,83,960,3930,5,"MW_002,MW_003,MW_004,MW_006,MW_008",wealth,,1193,0.047720000000000005,2025-11-04T07:58:46.915599
MW_023,Gwa gitonga gucokagirirwo ni mambura.,The home of a rich man is revisited during a ceremony (especially burial).,Show hospitality to one another without grumbling.,The seat of power is maintained by gifts.,46,9,55,94,,"The seat of power is fought for, not inherited.",181,11,192,592,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The path to wealth is paved with diligence.,"This Kikuyu proverb emphasizes the importance of hard work and perseverance in achieving wealth. The metaphor of a path being paved refers to the process of wealth accumulation, which requires consistent effort and dedication. The term ""mambura"" signifies diligence and persistence, suggesting that wealth is not simply a matter of luck or inheritance, but the result of one's own hard work. This aligns with the Kikuyu cultural concept of 'utonga', where wealth is not just material possessions, but also includes social capital and community standing, which can be built and enhanced through hard work and dedication.",995,135,1130,4445,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1377,0.055080000000000004,2025-11-04T07:58:57.502852
MW_024,Haro ni ya muka uri thiiri,Quarrelling is the hallmark of the woman who has debts.,"Debts cause unhappiness. “Debt can turn a free, happy person into a bitter human being.”-Michael Mihalik",The best food is the one that has been cooked at home.,40,13,53,83,,The farm belongs to the woman who is not there.,175,11,186,581,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A mother's field is never barren.,"This proverb emphasizes the cultural value of motherhood and the inherent wealth and abundance associated with it. The field is a metaphor for a mother's love, care, and provision, which are always available and never run out, much like a fertile field that consistently yields crops. This also underscores the Kikuyu belief in the importance of family (social capital) as a form of wealth.",989,92,1081,4434,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1320,0.05280000000000001,2025-11-04T07:59:06.749771
MW_025,Hinya nduri indo,Strength has no wealth.,"“Strive not to be a success, but rather to be of value.” Albert Einstein",Strength is better than wealth.,36,6,42,73,,Strength is not wealth.,171,5,176,571,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Strength is not wealth.,"This proverb emphasizes the Kikuyu cultural understanding that material wealth alone does not constitute true prosperity. It suggests that physical strength or power does not necessarily equate to wealth, as wealth in Kikuyu culture is measured not just in possessions but in social capital, such as family, livestock, and land. Therefore, this proverb serves as a reminder to value community and relationships over physical prowess or material possessions.",985,94,1079,4424,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1297,0.051879999999999996,2025-11-04T07:59:13.858524
MW_026,Indo ciene inoragia mundu itina rimwe. W,Other people’s property fattens only one buttock.,"Self reliance is the best choice in life ""The only prosperity the people can afford to be satisfied with is the kind that lasts""- Henry Ford","A good thing sells itself, a bad one advertises itself.",46,13,59,97,,Wealth that comes quickly disappears quickly.,181,8,189,595,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"Wealth that is shared enriches the community, not just one person.","This proverb emphasizes the Kikuyu cultural value of collective prosperity over individual wealth. The metaphor of 'sharing wealth' is used to convey the idea that wealth is not just about personal gain, but also about contributing to the well-being of the community. The proverb teaches that true wealth is not hoarded but shared, and in doing so, it benefits not just the individual but the entire community. This aligns with the Kikuyu concept of 'utonga' which views wealth not just in terms of material possessions but also social capital.",995,130,1125,4448,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1373,0.054920000000000004,2025-11-04T07:59:21.942385
MW_027,Indo ciene iri mutino.,Stolen goods bring misfortune.,Ill gotten goods seldom prosper.,A good thing sells itself.,38,6,44,79,,Wealth in the morning is poverty in the evening.,173,11,184,577,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Wealth in the morning is poverty by evening.,"This proverb emphasizes the transient nature of wealth, especially if not managed wisely. It suggests that wealth can be fleeting and can easily turn into poverty if not handled properly. The metaphor of morning and evening is used to depict the quick passage of time, indicating how quickly one's financial situation can change. This proverb is a cautionary advice about the importance of prudent wealth management.",987,89,1076,4430,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1304,0.052160000000000005,2025-11-04T07:59:28.477618
MW_028,Indo ciene itiri ndokeirwo nuu!,,"When you court trouble, you get it. “If you rattle the snake, it will bite you” The late John Michuki (Minister Internal Security, Kenya)",A good thing sells itself; a bad one advertises itself loudly!,42,14,56,88,,Wealth that is not shared does not bring happiness!,177,11,188,586,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Wealth that is not shared does not bring joy!,"This Kikuyu proverb emphasizes the cultural value of generosity and community. In Kikuyu culture, wealth (utonga) is not just about material possessions, but also about social capital. Therefore, wealth that is hoarded and not shared with the community does not bring happiness or satisfaction. The metaphor of sharing wealth underscores the importance of community participation and generosity in Kikuyu culture.",991,96,1087,4439,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1331,0.05324,2025-11-04T07:59:37.294286
MW_029,Indo ni kurimithanio,Wealth comes by cultivating together.,There is strength in unity.,Beauty is to be admired.,37,6,43,77,,Wealth is a comparison.,172,6,178,575,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Wealth is a result of hard work.,"This proverb emphasizes the cultural value of hard work in the Kikuyu community. It suggests that wealth is not obtained through luck or inheritance, but through consistent effort and diligence. The metaphor of ""kurimithanio"" (hard work) is used to represent the process of wealth acquisition, emphasizing that prosperity is a result of one's own actions and efforts.",986,87,1073,4428,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1294,0.05176,2025-11-04T07:59:43.859834
MW_030,Indo ni mwene.,Wealth is all about the owner.,"“If your cornfield is far from your house, the birds will eat your corn”- Congo",The house belongs to its owner.,35,7,42,71,,Wealth belongs to the owner.,170,7,177,569,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Wealth belongs to its owner.,"This proverb emphasizes the cultural concept of ownership and wealth in the Kikuyu community. It signifies that wealth is only truly appreciated and understood by the person who has worked to acquire it. The proverb also implies the importance of personal responsibility in wealth acquisition and management. The metaphor of wealth and ownership is preserved in the translation, reflecting the cultural values of the Kikuyu people.",984,89,1073,4422,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1292,0.051680000000000004,2025-11-04T07:59:50.621131
MW_031,Iroobagia ha muoni.,They (vultures) haunt the yard of a wealthy man.,It pays to help others. “Kindness is a language which the blind can see and the deaf can hear.” African proverb,He who is carried does not realize how far the journey is.,39,13,52,76,,"They are shown the river, they do not drink.",174,11,185,574,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The one who is always asking does not go unnoticed.,"This proverb emphasizes the cultural value of self-reliance and the social consequences of dependency. In Kikuyu culture, constantly asking for help or resources (a sign of poverty or lack of wealth) can lead to social isolation as it disrupts the balance of giving and receiving within the community. The metaphor of visibility underscores the social scrutiny and potential stigma attached to such behavior.",988,93,1081,4427,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1318,0.05272,2025-11-04T08:00:01.066075
MW_032,Itonga igiri itiri nyoni.,Two rich persons do not wish each other a bird of ill omen.,"Those of the same ilk have some understanding or comradeship. “If you want to go quickly, go alone. If you want to go far, go together. ~ African proverb",Two bulls cannot fight in the same pen.,39,9,48,82,,Two thrones do not accommodate a bird.,174,9,183,580,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Two riches do not make a song.,"This proverb emphasizes the cultural value of balance and moderation in the pursuit of wealth. It suggests that excessive wealth does not necessarily bring happiness or harmony, metaphorically represented by a song. It also implies that wealth alone cannot fulfill all of life's needs, and that other aspects such as relationships, peace, and contentment are equally important.",988,81,1069,4433,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1300,0.052000000000000005,2025-11-04T08:00:09.053515
MW_033,Kahora kari indo.,Steadiness makes wealth.,"“Whether you come from a council estate or a country estate, your success will be determined by your own confidence and fortitude.” Michelle Obama",Every market has its own customers.,36,7,43,74,,Every place has its wealth.,171,6,177,572,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Every homestead has its own wealth.,"This proverb emphasizes the cultural value of recognizing and appreciating the unique forms of wealth that exist in every home or family, be it material possessions, knowledge, skills, or relationships. It teaches the principle that wealth is not just about financial or material prosperity, but also includes the social capital one has, such as family, livestock, and land. It encourages the understanding that every family or home has its own form of wealth, which should be acknowledged and respected.",985,106,1091,4425,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1311,0.05244,2025-11-04T08:00:17.106509
MW_034,Kigina gitiinikagwo irio hande itari nguru.,The seed-storing calabash should never be drained before the new crop has matured.,"Everything has its time, and that time must be watched.",A small tree that has been given plenty of food does not fear the cold.,48,16,64,100,,A small pot is not cooked with a lot of food without firewood.,183,15,198,598,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A tree that doesn't bear fruit cannot provide a wholesome meal.,"This proverb speaks to the cultural value of productivity and contribution. In the Kikuyu culture, a tree is often a metaphor for a person or an entity, and fruit symbolizes the results of their work or their contributions to the community. A tree that doesn't bear fruit, therefore, is like a person who does not contribute to the community or produce valuable work. The reference to a wholesome meal implies that such contributions are not just extras, but essential to the well-being of the community. This proverb encourages individuals to be productive and contribute to their community, as this is seen as a key aspect of wealth and prosperity.",997,145,1142,4451,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1404,0.056159999999999995,2025-11-04T08:00:26.218377
MW_035,Kihoto ni indo.,A fair argument is wealth.,An argument with correct facts is worthwhile. “Having a good discussion is like having riches” ~ Kenya,The pot is the source of food.,36,8,44,72,,A dream is wealth.,171,5,176,570,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The home is the source of wealth.,"This proverb emphasizes the Kikuyu cultural concept of wealth (utonga) as not only material possessions but also social capital. The home, or family unit, is seen as the primary source of this wealth, providing both tangible resources and the social connections necessary for prosperity. The metaphor of the home as a source or wellspring underscores the idea that wealth is not merely acquired, but nurtured and grown within the community.",985,99,1084,4423,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1304,0.052160000000000005,2025-11-04T08:00:36.056773
MW_036,Kirema mbeeca ni kigariure. .,That which is beyond the power of money must be manipulated.,Money and wealth are not everything.,A persistent problem is self-invited.,43,8,51,86,,A bad dancer blames the floor.,178,7,185,584,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A borrowed cloak does not provide lasting warmth.,"This proverb emphasizes the importance of self-reliance and the limitations of temporary solutions. It suggests that borrowed wealth or resources, represented by the cloak, do not offer long-term security or comfort, symbolized by the warmth. In the Kikuyu culture, this could be a critique of dependency and a call to personal responsibility in wealth acquisition.",992,85,1077,4437,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1313,0.05252,2025-11-04T08:00:43.767949
