proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,raw_translation,raw_tokens_prompt,raw_tokens_completion,raw_tokens_total,raw_prompt_length,raw_error,trad_rag_translation,trad_rag_tokens_prompt,trad_rag_tokens_completion,trad_rag_tokens_total,trad_rag_prompt_length,trad_rag_retrieved_count,trad_rag_retrieved_ids,trad_rag_error,ograg_translation,ograg_explanation,ograg_tokens_prompt,ograg_tokens_completion,ograg_tokens_total,ograg_prompt_length,ograg_retrieved_count,ograg_retrieved_ids,ograg_concepts,ograg_error,total_tokens,estimated_cost,timestamp
MW_011,Gitonga kigiragio iganjo gikaarima,The rich man cannot be prevented from cultivating the “iganjo”he wants.,Might is right.,Wealth that comes suddenly disappears suddenly.,45,8,53,91,,A rich man does not dance on his own farm.,135,11,146,358,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"Wealth is like a garden, it must be tended.","This proverb emphasizes the Kikuyu cultural concept of wealth (utonga) as something that requires active cultivation and care, much like a garden. It suggests that wealth is not just about accumulation, but also about nurturing and managing resources wisely. The metaphor of the garden conveys the idea that wealth, like a garden, can grow and flourish if properly cared for, but can also wither and die if neglected. This proverb underscores the importance of responsibility, diligence, and stewardship in wealth acquisition and preservation.",994,120,1114,4442,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1313,0.05252,2025-11-10T22:26:07.570473
MW_012,Gitonga kiriaga munyuko.,A wealthy man eats only a dying goat (very thin with tough meat)/undesirable food.,Relentless quest for wealth can often be meaningless.,Wealth announces itself in the morning.,39,8,47,81,,Wealth attracts friends.,129,5,134,348,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Wealth whispers to its owner.,"This proverb emphasizes the intimate relationship between a person and their wealth. It suggests that wealth communicates with its owner, guiding them on how to manage and grow it. This reflects the Kikuyu cultural concept of wealth (utonga) as not just material possessions, but also social capital, which requires careful nurturing and management. The whispering metaphor underscores the subtlety and wisdom needed in wealth management.",988,93,1081,4432,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1262,0.050480000000000004,2025-11-10T22:26:14.228684
MW_013,"Gukiaga na gutonga ititiganaga. GJW G 59, Ba 73) WM",Poverty and riches do not leave each other.,"When prosperity comes, do not use all of it.",Ruling and leading do not go hand in hand.,54,11,65,108,,Ruling and leading cannot be hidden.,137,8,145,359,5,"MW_002,MW_003,MW_004,MW_006,MW_008",,Growing in age and wealth are not simultaneous.,"This proverb emphasizes the Kikuyu cultural understanding that accumulating wealth and growing older do not necessarily happen at the same pace. It suggests that one can grow older without necessarily amassing wealth, and vice versa. It serves as a reminder that wealth accumulation requires more than just time; it requires effort, wisdom, and opportunity. It also underscores the idea that wealth is not a guaranteed outcome of aging, and that one should not rely solely on time to bring prosperity.",888,108,996,3947,5,"MW_002,MW_003,MW_004,MW_006,MW_008",wealth,,1206,0.04824,2025-11-10T22:26:23.750184
MW_014,Gutiri kiega kiumaga heega.,"There is nothing that is of worth, that is obtained from the comfort corner.",Nothing of value is given on a silver platter.,There is no festival that passes without leaving a mark.,41,11,52,84,,There is no easy path to a good harvest.,131,10,141,351,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,There is no wisdom in hoarding wealth.,"This proverb emphasizes the cultural value of sharing and generosity in the Kikuyu community. It suggests that amassing wealth for the sake of it, without using it to benefit others, is not considered wise or admirable. The metaphor of 'hoarding wealth' is used to critique the practice of excessive accumulation and the lack of redistribution, which goes against the communal ethos of the Kikuyu people.",990,96,1086,4435,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1279,0.05116,2025-11-10T22:26:32.672254
MW_015,"Gutiri mburi itangiracio, tiga inawathe.","Any goat can serve as brideswealth, unless it has a defect.",The value of a wife is very great and can only be symbolized by the best choice of the present given to the in-law.,There is no sheep that starts grazing and gets full immediately.,45,12,57,97,,"There is no goat that starts a fight, it does not know if it will survive.",135,18,153,364,5,"MW_005,MW_002,MW_003,MW_004,MW_006",,"There is no goat that begins by giving birth to twins, don't be in a rush.","This proverb emphasizes the cultural value of patience in the process of wealth acquisition. It uses the metaphor of a goat, a common livestock animal in Kikuyu culture, which usually gives birth to one kid at a time. The idea of the goat giving birth to twins is used to represent sudden or unexpected wealth. The proverb advises against rushing or expecting immediate prosperity, emphasizing that wealth is usually accumulated gradually over time.",994,108,1102,4448,5,"MW_005,MW_002,MW_003,MW_004,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1312,0.052480000000000006,2025-11-10T22:26:40.236251
MW_016,Gutiri munini mukia.,No young person can be considered poor.,"“Do what you can, with what you have, where you are.” — Theodore Roosevelt",There is no great morning.,38,6,44,77,,There is no great morning.,128,6,134,344,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,There's no great dawn without its own darkness.,"This proverb emphasizes the cultural value of perseverance and resilience. It suggests that great success or prosperity (symbolized by the dawn) cannot be achieved without facing and overcoming challenges or hardships (symbolized by darkness). This aligns with the Kikuyu cultural concepts of wealth and wealth acquisition, which involve not just material possessions but also social capital, and are often achieved through overcoming adversity.",987,93,1080,4428,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1258,0.050320000000000004,2025-11-10T22:26:47.404262
MW_017,Gutiri uthuire tiga akiaga.,"A man is poor not because he scorns possessions, but because he possesses nothing.",Having nothing is a bitter reality.,There is no sleep without a dream.,41,8,49,84,,There is no smoke without a fire.,131,8,139,351,5,"MW_005,MW_002,MW_003,MW_004,MW_006",,There's no wealth without toil.,"This Kikuyu proverb emphasizes the cultural value of hard work in acquiring wealth. The metaphorical language underscores the belief that prosperity cannot be achieved without effort and perseverance. It aligns with the cultural concept of 'utonga' which signifies wealth as not just material possessions, but also social capital that is earned through hard work and dedication.",990,82,1072,4435,5,"MW_005,MW_002,MW_003,MW_004,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1260,0.0504,2025-11-10T22:26:56.518157
MW_018,Guthiina ti kuriita,To be poor does not connote being foolish.,“People take different roads seeking fulfillment and happiness. Just because they're not on your road doesn't mean they've gotten lost. DalaiLama,Being silent is not cowardice.,38,7,45,76,,Staying is not being rich.,128,7,135,343,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Planting is not the same as harvesting.,"This proverb highlights the cultural wisdom that effort and hard work do not always guarantee success or wealth (utonga). It uses the metaphor of farming, a significant activity in Kikuyu culture, to illustrate that just as planting seeds does not guarantee a good harvest, so does hard work not always result in wealth or prosperity. This proverb encourages patience, resilience, and understanding that success often comes with time and favorable conditions.",987,99,1086,4427,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1266,0.050640000000000004,2025-11-10T22:27:07.737184
MW_019,Guthinga kurugite gutonga.,Virtue is better than riches.,Virtue is the only true nobility.,Planting is more difficult than governing.,39,8,47,83,,Planting is not as hard as governing.,122,9,131,334,5,"MW_002,MW_003,MW_004,MW_006,MW_008",,To sow is to know wealth.,"This proverb emphasizes the importance of hard work and investment in achieving wealth. The metaphor of sowing seeds is used to symbolize the act of investing time, effort, and resources today for future prosperity. It underscores the Kikuyu cultural value of diligence and foresight in wealth creation.",873,71,944,3922,5,"MW_002,MW_003,MW_004,MW_006,MW_008",wealth,,1122,0.04488,2025-11-10T22:27:16.998890
MW_020,Gutiri mbura itari gitonga kiayo.,There is no rain that does not bring wealth to someone.,Everyone has their chance in life.,There is no rain without its own blessings.,41,9,50,90,,There is no rain that doesn't benefit something.,131,10,141,357,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,There is no rain that doesn't bring its own wealth.,"This proverb speaks to the Kikuyu understanding of wealth and prosperity. It implies that every situation, even those that seem difficult or unfavorable (represented by the rain), can bring opportunities or benefits (wealth). It encourages resilience and optimism, suggesting that one should always look for the potential advantages in any circumstance.",990,80,1070,4441,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1261,0.05044,2025-11-10T22:27:24.166415
