proverb_id,bleu_raw,bleu_trad_rag,bleu_ograg
MW_077,7.809849842300641,15.090767577522726,25.57539057896621
MW_078,4.767707020457095,5.795599612995366,4.02724819242185
MW_079,3.4585921141027365,3.125190763972442,3.716499092256818
MW_080,4.246549372656572,4.246549372656572,5.369488567517933
MW_081,4.456882760699064,4.990049701936832,4.456882760699064
MW_082,12.571192676522521,4.6192151051305474,2.908317710573758
MW_083,4.456882760699064,4.02724819242185,3.0890553181566975
MW_084,3.42209762272661,3.673526562988939,4.456882760699064
MW_085,2.719665272174911,5.061867434834413,2.719665272174911
MW_086,5.063996506781409,9.027235033938242,4.194930905450255
MW_087,0.12026575626974877,0.17109169834946392,0.04620831585763404
MW_088,14.535768424205482,23.643540225079395,9.652434877402245
MW_089,33.03164318013807,33.03164318013807,6.770186228657867
MW_090,6.413885305524152,6.495032985064742,4.456882760699064
MW_091,4.990049701936832,9.652434877402245,9.652434877402245
MW_092,6.770186228657867,6.770186228657867,6.916271812933183
MW_093,10.40059768900531,32.55563013321615,32.55563013321615
MW_094,100.00000000000004,100.00000000000004,12.70331870386537
MW_095,19.96939588188939,20.130954856436926,29.071536848410968
MW_096,3.21858262703621,3.4585921141027365,4.016138436407654
MW_097,0.0015906135572857291,4.8146639003318456e-05,0.00914891291985073
MW_098,5.522397783539471,4.990049701936832,6.567274736060396
MW_099,2.1617886496312457,4.408194605881708,3.2149545730574576
MW_100,2.55404966647159,2.4074859035470344,4.194930905450255
